"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2013,"...Sheet metal workers",96747,92933,3814,41924,42004,34016
2013,"...Gaming cage workers",6046,2239,3807,23656,21105,27810
2013,"Computer and information research scientists",12993,9222,3771,95918,100222,88006
2013,"...Adhesive bonding machine operators and tenders",8680,4930,3750,29066,33187,23833
2013,"...Parking lot attendants",38720,35027,3693,23270,23889,19536
2013,"...Proofreaders and copy markers",6416,2922,3494,33979,35766,32700
2013,"...Animal control workers",10552,7135,3417,35527,35656,32462
2013,"Television, video, and motion picture camera operators and editors",28620,25400,3220,50835,51081,42205
2013,"...Water and wastewater treatment plant and system operators",80472,77340,3132,45638,45724,41945
2013,"...Heating, air conditioning, and refrigeration mechanics and installers",279902,276780,3122,41810,41855,32257
2013,"...Coin, vending, and amusement machine servicers and repairers",26854,23787,3067,35333,35885,32002
2013,"...Ushers, lobby attendants, and ticket takers",5964,2920,3044,22057,29552,20904
2013,"...Meter readers, utilities",25811,22795,3016,36555,36161,43775
2013,"...Communications equipment operators, all other",6543,3590,2953,46847,53684,34538
2013,"...Railroad conductors and yardmasters",43061,40176,2885,65417,65462,65256
2013,"...Food preparation and serving related workers, all other",3940,1191,2749,18510,12147,20039
2013,"...Miscellaneous plant and system operators",37086,34414,2672,61601,62068,53601
2013,"...Molders, shapers, and casters, except metal and plastic",23056,20401,2655,30639,31191,20724
2013,"...Sales engineers",33279,30626,2653,93162,95047,77722
2013,"...Rolling machine setters, operators, and tenders, metal and plastic",9439,6791,2648,35348,39696,25227
2013,"Petroleum engineers",23225,20619,2606,110560,109564,120253
2013,"...Correspondence clerks",3933,1390,2543,31789,35020,31302
2013,"...Power plant operators, distributors, and dispatchers",44028,41680,2348,80959,81043,72351
2013,"...Fabric and apparel patternmakers",2639,296,2343,52694,53500,52582
2013,"...Heavy vehicle and mobile equipment service technicians and mechanics",178705,176382,2323,50242,50329,41656
2013,"...Motor vehicle operators, all other",16506,14232,2274,27418,30190,18932
2013,"...Parking enforcement workers",4876,2638,2238,36589,40588,32217
2013,"...Ambulance drivers and attendants, except emergency medical technicians",9147,6961,2186,24285,24657,22602
2013,"...Shoe machine operators and tenders",4373,2209,2164,21688,21536,21970
2013,"...First-line supervisors of fire fighting and prevention workers",47968,45815,2153,86462,87065,68891
2013,"...Stationary engineers and boiler operators",81858,79736,2122,55732,55864,54415
2013,"...Automotive body and related repairers",113922,111855,2067,38943,39370,31007
2013,"...Extruding and drawing machine setters, operators, and tenders, metal and plastic",10880,8824,2056,38438,40222,32041
2013,"...Embalmers and funeral attendants",6643,4600,2043,26042,27020,19780
2013,"...Mining machine operators",65476,63436,2040,65453,65606,57397
2013,"Atmospheric and space scientists",10661,8657,2004,69873,76668,56603
2013,"...Desktop publishers",3241,1249,1992,46502,51304,39944
2013,"...Locomotive engineers and operators",43391,41408,1983,77002,78762,55528
2013,"...Other transportation workers",16054,14073,1981,42418,42494,42068
2013,"...Bus and truck mechanics and diesel engine specialists",259470,257501,1969,42775,42902,36083
2013,"...Carpet, floor, and tile installers and finishers",94438,92480,1958,31025,31028,30093
2013,"...Pest control workers",53799,51894,1905,33351,33871,24899
2013,"...Forest and conservation workers",9161,7295,1866,31045,32118,24167
2013,"...Avionics technicians",17066,15218,1848,51056,51834,42398
2013,"...Crane and tower operators",52665,50867,1798,51507,51448,51941
2013,"Astronomers and physicists",9359,7563,1796,101983,100930,105332
2013,"...Highway maintenance workers",80392,78627,1765,37416,37480,31543
2013,"....Emergency management directors",6422,4662,1760,73381,73478,73102
2013,"...Food cooking machine operators and tenders",5670,3950,1720,27563,30554,22015
2013,"Miscellaneous mathematical science occupations",3686,1974,1712,70370,75221,56018
2013,"...Pumping station operators",25133,23425,1708,60787,60134,130660
2013,"...Food and tobacco roasting, baking, and drying machine operators and tenders",7085,5409,1676,32919,36385,26845
2013,"...Fire inspectors",16734,15065,1669,56114,55777,60478
2013,"...Furnace, kiln, oven, drier, and kettle operators and tenders",11333,9713,1620,35408,35876,24819
2013,"Biomedical engineers",12371,10765,1606,78629,77459,85248
2013,"...Podiatrists",6757,5184,1573,120367,126978,62064
2013,"...Furniture finishers",7639,6161,1478,30211,32936,26337
2013,"...Etchers and engravers",6620,5150,1470,31708,33319,24509
2013,"Social science research assistants",4333,2950,1383,40464,40888,35803
2013,"...Aircraft structure, surfaces, rigging, and systems assemblers",5202,3823,1379,47268,51161,35660
2013,"...Drywall installers, ceiling tile installers, and tapers",87974,86599,1375,29120,29122,27477
2013,"...Sawing machine setters, operators, and tenders, wood",22242,20877,1365,27395,27449,26034
2013,"...Tool and die makers",51409,50058,1351,54084,54642,36745
2013,"...Electronic home entertainment equipment installers and repairers",33927,32579,1348,41295,41385,30949
2013,"...Cabinetmakers and bench carpenters",38783,37474,1309,31379,31685,21543
2013,"Buyers and purchasing agents, farm products",7184,5882,1302,51036,51063,50742
2013,"...Electrical power-line installers and repairers",99444,98259,1185,70022,69852,80439
2013,"...Shoe and leather workers and repairers",6508,5326,1182,26334,28974,21262
2013,"...Model makers and patternmakers, metal and plastic",6061,4886,1175,42126,45087,36732
2013,"...Tire builders",14330,13161,1169,49825,50462,37200
2013,"...Textile cutting machine setters, operators, and tenders",4006,2842,1164,24492,26319,18793
2013,"...Miscellaneous woodworkers, including model makers and patternmakers",17735,16619,1116,31347,31991,18913
2013,"...Structural iron and steel workers",45516,44413,1103,45603,45617,41302
2013,"...Subway, streetcar, and other rail transportation workers",9669,8566,1103,59028,61243,55787
2013,"...Security and fire alarm systems installers",41748,40680,1068,42135,42157,41096
2013,"...Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",52737,51671,1066,27061,27158,23954
2013,"...Engine and other machine assemblers",10950,9903,1047,40939,41657,35316
2013,"...Explosives workers, ordnance handling experts, and blasters",10755,9710,1045,49568,50630,36960
2013,"...Plating and coating machine setters, operators, and tenders, metal and plastic",13378,12355,1023,34069,35031,26024
2013,"...Cleaning, washing, and metal pickling equipment operators and tenders",6098,5077,1021,31567,31884,26250
2013,"....Funeral service managers",5439,4421,1018,70805,71617,52125
2013,"...Lathe and turning machine tool setters, operators, and tenders, metal and plastic",8530,7524,1006,37227,39932,27079
2013,"...Metal furnace operators, tenders, pourers, and casters",18709,17712,997,45782,45644,48828
2013,"...Drilling and boring machine tool setters, operators, and tenders, metal and plastic",4002,3031,971,35366,36947,30941
2013,"...Helpers--installation, maintenance, and repair workers",14156,13193,963,27385,26932,29307
2013,"...Home appliance repairers",29444,28494,950,37293,37384,28702
2013,"...Control and valve installers and repairers",18621,17694,927,50254,50548,40393
2013,"...Hoist and winch operators",6973,6060,913,41722,46825,26862
2013,"...Electric motor, power tool, and related repairers",21134,20230,904,50157,50430,30066
2013,"...Logging workers",45150,44259,891,31072,31186,23640
2013,"...Automotive glass installers and repairers",14117,13237,880,36325,36293,37687
2013,"...Other extraction workers",55483,54614,869,51020,50962,59240
2013,"...Insulation workers",34531,33664,867,36618,36800,30763
2013,"Marine engineers and naval architects",11147,10288,859,81250,85451,70430
2013,"...Animal breeders",2642,1785,857,29195,30906,25666
2013,"...Miscellaneous construction and related workers, including solar photovoltaic installers",25828,24994,834,37308,38921,24550
2013,"...Locksmiths and safe repairers",17151,16358,793,37251,37993,24135
2013,"...Roofers",118795,118021,774,27499,27678,19114
2013,"...Semiconductor processors",1988,1233,755,39118,50057,31023
2013,"...Multiple machine tool setters, operators, and tenders, metal and plastic",2437,1767,670,46845,53347,26824
2013,"...Structural metal fabricators and fitters",20509,19856,653,40196,40346,30970
2013,"...Transit and railroad police",2623,1977,646,53590,55521,51100
2013,"...Brickmasons, blockmasons, and stonemasons",77234,76622,612,31967,32024,25210
2013,"Nuclear engineers",4813,4205,608,84017,86028,71482
2013,"...Conveyor operators and tenders",4831,4225,606,36041,36374,24934
2013,"...Fishing and hunting workers",21018,20416,602,33226,35018,24415
2013,"...Millwrights",37622,37034,588,60128,60153,56197
2013,"...Heat treating equipment setters, operators, and tenders, metal and plastic",6459,5874,585,40726,40662,46350
2013,"Mining and geological engineers, including mining safety engineers",8430,7886,544,87279,86617,108500
2013,"...Sailors and marine oilers",12690,12153,537,48856,49771,37716
2013,"...Bridge and lock tenders",3240,2712,528,45080,50039,27053
2013,"Agricultural engineers",2952,2425,527,70585,73207,39356
2013,"...Electrical and electronics repairers, industrial and utility",10426,9921,505,65252,65526,60320
2013,"...Ship and boat captains and operators",26328,25849,479,69566,70159,37067
2013,"Survey researchers",836,358,478,70521,117685,70443
2013,"...Electronic equipment installers and repairers, motor vehicles",8864,8405,459,40489,40818,22493
2013,"Nuclear technicians",3722,3265,457,100455,110076,71540
2013,"...Maintenance workers, machinery",23855,23410,445,45714,45579,57318
2013,"...Small engine mechanics",31008,30586,422,31387,31369,31591
2013,"...Textile bleaching and dyeing machine operators and tenders",1989,1587,402,30170,28612,31154
2013,"...Glaziers",30821,30444,377,35703,35881,20444
2013,"...Derrick, rotary drill, and service unit operators, oil, gas, and mining",29652,29284,368,67369,67593,31710
2013,"...Boilermakers",9092,8753,339,55887,56031,42065
2013,"Life scientists, all other",1043,706,337,61321,54143,70276
2013,"Mathematicians",1933,1603,330,79256,73799,99362
2013,"...Paperhangers",2232,1906,326,47083,50374,40361
2013,"...Dredge, excavating, and loading machine operators",26394,26074,320,41841,41892,28750
2013,"...Helpers, construction trades",23274,22956,318,27555,27431,34839
2013,"...Earth drillers, except oil and gas",22569,22278,291,52212,52060,62442
2013,"...Tool grinders, filers, and sharpeners",4643,4375,268,40022,40550,30966
2013,"...Elevator installers and repairers",20339,20077,262,85914,85807,87403
2013,"...Ship engineers",4145,3894,251,77584,78984,70984
2013,"...Milling and planing machine setters, operators, and tenders, metal and plastic",2780,2531,249,36621,36487,37304
2013,"...Forging machine setters, operators, and tenders, metal and plastic",6847,6616,231,40969,41164,26124
2013,"...Helpers--extraction workers",3690,3498,192,50147,49887,55662
2013,"...Layout workers, metal and plastic",6077,5911,166,47903,48655,41135
2013,"...Cooling and freezing equipment operators and tenders",2208,2062,146,35556,37889,21726
2013,"...Tank car, truck, and ship loaders",4741,4635,106,40401,40628,13806
2013,"...Fence erectors",17578,17480,98,30664,30669,16111
2013,"...Motion picture projectionists",2083,1989,94,31391,31291,100508
2014,"Chief executives",1013853,774838,239015,122136,130830,101174
2014,"....General and operations managers",761445,545655,215790,67100,74888,53539
2014,"....Legislators",14365,8413,5952,71632,76794,70059
2014,"....Advertising and promotions managers",44209,20591,23618,61097,75638,52378
2014,"....Marketing and sales managers",760335,434308,326027,80973,97067,65229
2014,"....Public relations and fundraising managers",50604,17962,32642,76796,91993,70227
2014,"....Administrative services managers",122275,78429,43846,64620,71025,54308
2014,"....Computer and information systems managers",501450,364546,136904,100247,101957,88946
